Region,Serpo,Segmen
CJRO (Central Java),Magelang,14MKD013 Tegalrejo MGL - JT. Jl. Kebonpolo
CJRO (Central Java),Temanggung,14MKD014 GRABAGSM - 14TMG004 PRINGSURAT - SECANG
CJRO (Central Java),Purwodadi,14GRO011 GROBOGAN_TB - 14GRO001 PURWODADI
CJRO (Central Java),Purwodadi,14GRO101 SENDANGREJO_GRO- HH Akses
CJRO (Central Java),Purwodadi,14GRO093 TANJUNGHARJO_GRO - HH Akses
CJRO (Central Java),Purwodadi,14GRO017 TEGOWANU - 14UNR013 BRINGIN
CJRO (Central Java),purwokerto,14PWT003 Baturaden-14PWT007 Sokaraja
CJRO (Central Java),purwokerto,14PWT019 PASARWAGE_TB-HH Akses
CJRO (Central Java),Salatiga,14BYL005 KARANGGEDE - 14SKA051 MSCSOLO
CJRO (Central Java),Salatiga,14BYL014 SAWIT - 14BYL020 BANYUDONO
CJRO (Central Java),Solo,14SKA004 NUSUKAN - 14BYL003 DONOUDAN-PAJANG
CJRO (Central Java),Salatiga,14STG001 Salatiga - 14BYL005 Karanggede
CJRO (Central Java),Salatiga,14STG002 14STG002 Salatiga_Kota - HH Access
CJRO (Central Java),Salatiga,14STG015 GOGODALEM - HH Access
CJRO (Central Java),Solo,14BYL017 TERAS - HH Access
CJRO (Central Java),Yogyakarta,15SMN005 GODEAN- 15SMN034 BANTULAN
CJRO (Central Java),Yogyakarta,15SMN017 GAMPING_PATH_1-15SMN014 TEGALREJO
CJRO (Central Java),Yogyakarta,15SMN017 GAMPING_PATH_2-HH Akses
CJRO (Central Java),Yogyakarta,15SMN034 BANTULAN-HH Access
CJRO (Central Java),Sleman,15SMN010 Mlati - JT. Jombor
CJRO (Central Java),Sleman,15SMN011 BESI- HH Akses
CJRO (Central Java),Sleman,15SMN032 Janti - JT. Jl. Laksda Adisucipto
CJRO (Central Java),Sleman,5SMN015 Ngaglik - 15SMN002 Pakem
CJRO (Central Java),Sleman,15SMN002 Pakem - 15SMN025 Palagan
CJRO (Central Java),Sleman,15SMN006 TIMOHO- HH Akses
CJRO (Central Java),Solo,14SKA004 NUSUKAN LEG 2 to HH EXISTING GEMOLONG
CJRO (Central Java),Solo,14SKA004 NUSUKAN - 14SKA003 MOJOSONGO
CJRO (Central Java),Solo,14SKA024 JAYAWIJAYA - 14SKA004 Nusukan
CJRO (Central Java),Solo,14SKA003 Mojosongo - 14SRA003 Gemolong
CJRO (Central Java),Solo,14SKA003 Mojosongo - 14SKA018 Solobalapan
CJRO (Central Java),Solo,14SKA018 Solobalapan - 14SKA051 Solo BHS
CJRO (Central Java),Solo,14SKA015 UNS - JT. Jl. Raya Bypass
CJRO (Central Java),Sragen,14KRA002 KARANGANYAR - HH Access
CJRO (Central Java),Sragen,14KRA005 JATEN - HH Access
CJRO (Central Java),Sragen,14SRA004 TARAMAN - HH Access
CJRO (Central Java),Temanggung,14TMG024 KRANGGANTMG - HH Access
CJRO (Central Java),Temanggung,14WNO004 KLEDUNG - HH Akses
CJRO (Central Java),Temanggung,14WNO005 GARUNG_TB - HH Access
CJRO (Central Java),Temanggung,14WNO012 KERTEKWONOSOBO - HH Access
CJRO (Central Java),Temanggung,14TMG005 PARAKANTMGG - HH Access
CJRO (Central Java),Temanggung,14TMG007 NGADIREJO - 14TMG005 PARAKANTMGG
CJRO (Central Java),Temanggung,14TMG034 SALAMSARI - 14TMG005 PARAKANTMGG
CJRO (Central Java),Wonosari,15WOS004 SAMBIPITU - HH Akses
CJRO (Central Java),Wonosari,15WOS034 PATUK - HH Access
CJRO (Central Java),Wonosari,15WOS001 Piyungan - 15WOS005 Playen
CJRO (Central Java),Wonosari,15WOS005 Playen - 15WOS002 Wonosari Isat
CJRO (Central Java),Wonosari,15WOS010 SEMANU_TB - HH Access
CJRO (Central Java),Wonosari,15WOS002 Wonosari Isat - Wonosari XL
CJRO (Central Java),Wonosari,15BTL006 Wonocatur - 15WOS001 Piyungan
CJRO (Central Java),Wonosari,15BTL010 Srandakan - 15WAT001 Bendungan
CJRO (Central Java),Yogyakarta,15WAT001 Bendungan - 14PWR012 Pongpongan
CJRO (Central Java),Yogyakarta,15YOG002 Kotagede - 15BTL006 Wonocatur
CJRO (Central Java),Yogyakarta,15YOG002 Kotagede - JT. Jl. Nitikan
CJRO (Central Java),Yogyakarta,15YOG019 Baciro - JT. Jl. Suroto
CJRO (Central Java),Yogyakarta,15YOG119 UNIVERSITAS AHMAD DAHLAN (KAMPUS 4)
SSRO (South Sumatera),Abung Selatan,Candi Mas-JT Branching
SSRO (South Sumatera),Abung Selatan,Kota Bumi Center-HH Exisitng
SSRO (South Sumatera),Abung Selatan,Kota Bumi Center-Negara Ratu
SSRO (South Sumatera),Abung Selatan,080126-080261
SSRO (South Sumatera),Abung Selatan,087002-080126
SSRO (South Sumatera),Batam 01,040015-040087
SSRO (South Sumatera),Batam 01,040027-040032
SSRO (South Sumatera),Batam 01,047001-040009
SSRO (South Sumatera),IOH Batam 02,Sekupang-Bukit Mata Kucing 72c
SSRO (South Sumatera),IOH Batam 02,Batam Center 1-Bukit Senyum
SSRO (South Sumatera),IOH Batam 02,Batuaji-Muka Kuning Pintu 2 Leg 2
SSRO (South Sumatera),IOH Batam 02,Sagulung-PT. Batam Transgasindo
SSRO (South Sumatera),IOH Bengkulu 02,PSR PEDATI-JT Branching
SSRO (South Sumatera),IOH Gn Batin / Menggala,GGPC-Gunung Batin
SSRO (South Sumatera),IOH Gn Batin / Menggala,Gunung Batin-Menggala
SSRO (South Sumatera),IOH Gn Batin / Menggala,Menggala-Tulang Bawang
SSRO (South Sumatera),IOH Gn Batin / Menggala,Tulang Bawang-Simpang Penawar
SSRO (South Sumatera),IOH Gn Batin / Menggala,Simpang Penawar-Simpang Simarasahan
SSRO (South Sumatera),IOH Gn Batin / Menggala,Simpang  Simarasahan-Simpang Pematang
SSRO (South Sumatera),IOH Gn Batin / Menggala,Gunung Batin-Mulya Asri
SSRO (South Sumatera),IOH Gn Batin / Menggala,Banjar Agung-Lambu Kibang
SSRO (South Sumatera),IOH Gn Batin / Menggala,Simpang penawar-makarti
SSRO (South Sumatera),IOH Gn Batin / Menggala,Pasar Unyil-Labuk Kibang
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Pring Sewu-Sukoharjo
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Bengkunat-Wonosobo
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Sumber Agung-Parda Suka
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Padang Ratu-Bangun Rejo
SSRO (South Sumatera),IOH Kota Agung / Pringsewu,Bangun Rejo-Sri Katon
SSRO (South Sumatera),IOH Krui,Krui-Bengkunat
SSRO (South Sumatera),IOH Krui,Ngambur-JT Branching
SSRO (South Sumatera),IOH Krui,Ngambur-JT Branching Leg 2
SSRO (South Sumatera),IOH Krui,Cahaya Kuningan leg ngambur
SSRO (South Sumatera),IOH Krui,Cahaya Kuningan leg bengkunat
SSRO (South Sumatera),IOH Martapura,Baradatu-JT Branching
SSRO (South Sumatera),IOH Martapura,Blambangan Umpu-JT Branching
SSRO (South Sumatera),IOH Martapura,Martapura-Waytuba
SSRO (South Sumatera),IOH Martapura,Way Tuba-HH Existing
SSRO (South Sumatera),IOH Martapura,Way Tuba-HH Existing Leg 2
SSRO (South Sumatera),IOH Metro,Metro Univ-Metro Kota
SSRO (South Sumatera),IOH Metro,Metro Kota-Sekampung
SSRO (South Sumatera),IOH Metro,Bandar Jaya-JT Branching
SSRO (South Sumatera),IOH Metro,Bandar Jaya-GGPC
SSRO (South Sumatera),IOH Metro,Bandar Jaya-Gunung Sugih
SSRO (South Sumatera),IOH Muara Bungo,Muara Bungo-Dharmasraya (batas prov)
SSRO (South Sumatera),IOH Muara Bungo,Muara Bungo-Talangkawo
SSRO (South Sumatera),IOH Muara Bungo,Muara Bungo-XLMuaraBungo IN
SSRO (South Sumatera),IOH Muara Bungo,Muara Bungo-XLMuaraBungo OUT
SSRO (South Sumatera),IOH Muara Bungo,Muara Bungo-Muara Tebo
SSRO (South Sumatera),IOH Muara Bungo,Akses Rimbo Bujang
SSRO (South Sumatera),IOH Muara Bungo,Kembang Sri-Muara Tebo
SSRO (South Sumatera),IOH OKI Tugumulyo,Pematang Panggang-Simpang Pematang
SSRO (South Sumatera),IOH OKI Tugumulyo,Kalirejo-Belitang
SSRO (South Sumatera),IOH OKI Tugumulyo,Petanggan-HH
SSRO (South Sumatera),IOH OKI Tugumulyo,Belitang-Nusa bakti
SSRO (South Sumatera),IOH OKI Tugumulyo,Sriguna-HH Branching
SSRO (South Sumatera),IOH OKI Tugumulyo,Karang Menjangan-HH Branching
SSRO (South Sumatera),IOH OKI Tugumulyo,MARGO_MULYO_OKUT-Petanggan
SSRO (South Sumatera),IOH OKI Tugumulyo,MARGO_MULYO_OKUT-Nusa Bakti
SSRO (South Sumatera),IOH OKI Tugumulyo,akses Tanjung batu PLB
SSRO (South Sumatera),IOH Sribawono,Sukadana-Sribawono
SSRO (South Sumatera),IOH Sribawono,Sribawono-Suka randeg
SSRO (South Sumatera),IOH Sribawono,Sukarandeg-Gunung Raja Basa
SSRO (South Sumatera),IOH Sribawono,Pugung Raharjo-Sribawono
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Sekincau-JT XL
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Bukit Kemuning-Sumber Jaya
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Sumber Jaya-Fajar Bulan
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Fajar Bulan-Sekincau
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Liwa-JT XL
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Simpang sender-Way mengaku
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Simpang sender-Rantau Panjang
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),Akses kota batu
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),akses sukau
SSRO (South Sumatera),IOH Tanjungan ( Liwa ),akes bdr baru liwa
SSRO (South Sumatera),Lampung 01,Gunung Raja Basa-JT Branching
SSRO (South Sumatera),Lampung 01,Kalianda-JT Branching
SSRO (South Sumatera),Lampung 01,Sidomulyo-JT Branching
SSRO (South Sumatera),Lampung 01,Candipuro-Sidomulyo
SSRO (South Sumatera),Lampung 01,080233-087001
SSRO (South Sumatera),Lampung 01,XLKalianda-080233
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080061-087001
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080064-080061
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080075-080081
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080081-080095
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080093-080064
SSRO (South Sumatera),Lampung 02 ( Kedaton ),080095-080093
SSRO (South Sumatera),Lampung 02 ( Kedaton ),081702-080215
SSRO (South Sumatera),Lampung 02 ( Kedaton ),087001-081702
SSRO (South Sumatera),Lampung 02 ( Kedaton ),Unila to building transmission unila
SSRO (South Sumatera),Lubuk Linggau 01,Empat Lawang-Tugu Mulyo
SSRO (South Sumatera),Muara Enim,060126-060146
SSRO (South Sumatera),Palembang 01,MSC A45-Betung
SSRO (South Sumatera),Palembang 01,Indralaya-Pasar Indralaya
SSRO (South Sumatera),Palembang 02,Bukit Besar-Prabumulih
SSRO (South Sumatera),Palembang 02,060017-060046
SSRO (South Sumatera),Palembang 02,060031-060027
SSRO (South Sumatera),Palembang 02,060046-060031
SSRO (South Sumatera),Palembang 02,060017-060027
SSRO (South Sumatera),Palembang 02,060021-060180
SSRO (South Sumatera),Palembang 02,060027-060021
SSRO (South Sumatera),Palembang 02,060034-060017
SSRO (South Sumatera),Palembang 02,060180-067001
SSRO (South Sumatera),Palembang 02,067001-060034
SSRO (South Sumatera),Prabumulih,Gelumbang-HH
SSRO (South Sumatera),Prabumulih,Prabumulih-Muara Enim
SSRO (South Sumatera),Prabumulih,Prabumulih-Modong
SSRO (South Sumatera),Prabumulih,Modong-babat
SSRO (South Sumatera),Prabumulih,060126-060160
SSRO (South Sumatera),Pulau Negara,Bukit Kemuning-Marta Pura
SSRO (South Sumatera),Pulau Negara,Prabumulih-Baturaja
SSRO (South Sumatera),Pulau Negara,080261-060150
NSRO (North Sumatera),Banda Aceh,017001-010060
NSRO (North Sumatera),Banda Aceh,010195-017001
NSRO (North Sumatera),Banda Aceh,010199-010287
NSRO (North Sumatera),Banda Aceh,010287-010195
NSRO (North Sumatera),Banda Aceh,017001-010199
NSRO (North Sumatera),Lhouksemawe,010330-010068
NSRO (North Sumatera),Lhouksemawe,010330-010041
NSRO (North Sumatera),Medan Inner 1,020227-020108
NSRO (North Sumatera),Medan Inner 1,020534-020227
NSRO (North Sumatera),Medan Inner 2,020108-027001
NSRO (North Sumatera),Medan Inner 2,020240-020401
NSRO (North Sumatera),Medan Inner 2,020410-020423
NSRO (North Sumatera),Medan Inner 2,020423-020106
NSRO (North Sumatera),Medan Inner 2,027001-020240
NSRO (North Sumatera),Medan Inner 2,XLTanjungMorawa-020240
NSRO (North Sumatera),Medan Inner 2,020423-UnilandBuilding
NSRO (North Sumatera),Pelawi,010065-020637
KRO (Kalimantan),Banjarmasin 3,172109-179001
KRO (Kalimantan),Balikpapan 2,161025-161018
KRO (Kalimantan),Balikpapan 2,161041-161018
JBRO (Jabo+Sukabumi),Tangerang Selatan,100308-100305
JBRO (Jabo+Sukabumi),Tangerang Selatan,100308-100394
JBRO (Jabo+Sukabumi),Tangerang Selatan,100360-100305
JBRO (Jabo+Sukabumi),Tangerang Selatan,100360-100357
JBRO (Jabo+Sukabumi),Tangerang Selatan,100395-100390
JBRO (Jabo+Sukabumi),Tangerang Selatan,100395-100636
JBRO (Jabo+Sukabumi),Tangerang Selatan,100636-100394
JBRO (Jabo+Sukabumi),Bekasi Barat,107003-099002
JBRO (Jabo+Sukabumi),Bekasi Barat,107003-100363
JBRO (Jabo+Sukabumi),Bekasi Selatan,100272-100276
JBRO (Jabo+Sukabumi),Bekasi Utara,100426-107003
JBRO (Jabo+Sukabumi),Bogor Timur,100605-100258
JBRO (Jabo+Sukabumi),Bogor Timur,100605-100607
JBRO (Jabo+Sukabumi),Depok Inner,100164-100241
JBRO (Jabo+Sukabumi),Depok Inner,100240-100241
JBRO (Jabo+Sukabumi),Depok Inner,100240-100615
JBRO (Jabo+Sukabumi),Jakarta Pusat,090201-090141
JBRO (Jabo+Sukabumi),Jakarta Pusat,090201-099002
JBRO (Jabo+Sukabumi),Jakarta Selatan,090005-090080
JBRO (Jabo+Sukabumi),Jakarta Selatan,090005-094220
JBRO (Jabo+Sukabumi),Jakarta Selatan,094236-099002
JBRO (Jabo+Sukabumi),Jakarta Timur,090296-090293
JBRO (Jabo+Sukabumi),Jakarta Timur,092242-092244
JBRO (Jabo+Sukabumi),Jakarta Timur,100189-090296
JBRO (Jabo+Sukabumi),Jakarta Timur,100189-092244
JBRO (Jabo+Sukabumi),Jakarta Utara,090279-090023
JBRO (Jabo+Sukabumi),Jakarta Utara,090279-090284
JBRO (Jabo+Sukabumi),Jakarta Utara,090470-090023
JBRO (Jabo+Sukabumi),Jakarta Utara,097001-090342
JBRO (Jabo+Sukabumi),Karawang Barat,100001-100034
JBRO (Jabo+Sukabumi),Karawang Timur,100006-100032
JBRO (Jabo+Sukabumi),Karawang Timur,100006-100773
JBRO (Jabo+Sukabumi),Karawang Timur,100773-100034
CJRO (Central Java),Semarang 3,117001-110070
CJRO (Central Java),Semarang 3,117001-110078
CJRO (Central Java),Purwodadi,HCPT Purwodadi-XL Purwodadi
CJRO (Central Java),Purwodadi,HCPTPOP-Purwodadi
CJRO (Central Java),Pekalongan,117004-110036
CJRO (Central Java),Semarang 1,110167-110048
CJRO (Central Java),Semarang 1,"HH SMR-SL3.19, BSC Salatiga"
CJRO (Central Java),Kendal,110044-112233
CJRO (Central Java),Kendal,110045-110044
CJRO (Central Java),Semarang 3,110126-117001
CJRO (Central Java),Semarang 3,110155-110126
CJRO (Central Java),Kendal,110161-110045
CJRO (Central Java),Kendal,110174-110161
CJRO (Central Java),Kendal,112233-110174
CJRO (Central Java),Semarang 3,117001-110133
CJRO (Central Java),Semarang 3,BSCHCPT-HUTXL
CJRO (Central Java),Semarang 3,SPOFSemarang
CJRO (Central Java),Solo,110195-110180
CJRO (Central Java),Solo,110208-110467
CJRO (Central Java),Solo,110211-110208
CJRO (Central Java),Solo,110242-110059
CJRO (Central Java),Solo,117002-110195
CJRO (Central Java),Solo,HCPTSolo-XLSolo
CJRO (Central Java),Sleman,HH SLO_YGY 04-HH SLO_YGY 03
CJRO (Central Java),Solo,SPOFSolo
CJRO (Central Java),Tegal,107005-117004
CJRO (Central Java),Purwokerto,117003-117004
CJRO (Central Java),Tegal,HCPTPOP-Tegal
CJRO (Central Java),Tegal,HCPTTegal-XLTegal
CJRO (Central Java),Tegal,SP CRB_TGL25-SP CRB_TGL 27
CJRO (Central Java),Sleman,117002-127001
WJRO (West Java),Bandung 2,HUTXL-GunungBatu
WJRO (West Java),Bandung 2,MGW2HCPTBandung-EXTHH05
WJRO (West Java),Bandung 2,SPOFBandung
WJRO (West Java),Bandung 2,BSCHCPTBandung-XLCimahi
WJRO (West Java),Bandung 2,"MTI Bandung, Peta"
WJRO (West Java),Bandung 2,SP 17 (Bdg-SMDG)-SP 19 (BDG-SMDG)
WJRO (West Java),Bandung 2,107009-108001
WJRO (West Java),Bandung 3,100450-100512
WJRO (West Java),Bandung 3,100467-100528
WJRO (West Java),Bandung 3,100484-101922
WJRO (West Java),Bandung 3,100498-100500
WJRO (West Java),Banjar,100132-100138
WJRO (West Java),Banjar,107012-100132
WJRO (West Java),Ciamis,100595-103243
WJRO (West Java),Ciamis,Singaparna-Ciamis
WJRO (West Java),Cianjur,HCPTCiranjang-XLCianjur
WJRO (West Java),Cianjur,HCPTPOP-Ciranjang
WJRO (West Java),Ciamis,103243-107006
WJRO (West Java),Ciamis,Garut-Singaparna
WJRO (West Java),Ciamis,HCPTPOP-Singaparna
WJRO (West Java),Ciamis,HCPTSingaparna-XLTasikmalaya
KRO (Kalimantan),Singkawang,GUNUNG_MENDERING-CONDONG
KRO (Kalimantan),Ketapang,KETAPANG-JC_XL_KETAPANG
KRO (Kalimantan),Ketapang,PESAGUAN-N_KENDAWANGAN
KRO (Kalimantan),Ketapang,ROAD_TO_SUKADANA_KOTA-N_SUKADANA_KOTA
KRO (Kalimantan),Ketapang,SUKADANA_KOTA-N_SIDUK
KRO (Kalimantan),Pahuman,NUSAPATI_MPW-HH_EXT_08_BB_(S.PINYUH-PENITI_BESAR)
KRO (Kalimantan),Pahuman,PARIT_BANJAR_MPW-HH_EXT_07_BB_(S.PINYUH-MEMPAWAH)
KRO (Kalimantan),Pontianak 2,ARENA_REMAJA-KOTA_BARU
KRO (Kalimantan),Pontianak 2,JAYA_BANJAR_SERASAN_PTK-PARIT_MAYOR
KRO (Kalimantan),Pontianak 1,ODP_KELUARGA_GG_PTK-MSC_PONTIANAK
KRO (Kalimantan),Pontianak 1,PARIT_MAYOR-HH_02_(BB_A_YANI-PENEMPAT)
KRO (Kalimantan),Sanggau,PAL_6_11-SLACK_JB_01_TO_NGABANG_(BB_GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Sanggau,PAL_6_11-SLACK_JB_02_SIDAS_(GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Sanggau,PAL_6_11-SLACK_JB_02_TO_SIDAS_(BB_GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Sanggau,SIDAS_MT-SIDAS1_PL
KRO (Kalimantan),Sanggau,SIDAS1_PL-SLACK_JB_01_(BB_GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Semitau,BONGKONG-SEMITAU
KRO (Kalimantan),Semitau,BUKIT_KELAM-SINTANG_KOTA
KRO (Kalimantan),Semitau,SEMITAU-JONGKONG
KRO (Kalimantan),Pahuman,MEMPAWAH-SUNGAI_PINYUH
KRO (Kalimantan),Singkawang,SAMBAS-SEKURA
KRO (Kalimantan),Sintang,N_BANCOH-N_LABANG
KRO (Kalimantan),Banjarmasin 1,AIRPORT_BJM-HH_ARAH_TAKISUNG
KRO (Kalimantan),Banjarmasin 1,N_PULAU_SARI-HH_ARAH_TAKISUNG
KRO (Kalimantan),Banjarmasin 1,PUSAKA_PELAIHARI-PELAIHARI_LEG_2
KRO (Kalimantan),Banjarmasin 1,ROAD_TO_JORONG-JT_XL_ARAH_PELAIHARI
KRO (Kalimantan),Banjarmasin 1,SIOLATAMA-KERTAKHANYAR_(JAKASUSI)
KRO (Kalimantan),Banjarmasin 2,SIOLATAMA-PEKAPURAN_RAYA
KRO (Kalimantan),Banjarmasin 3,MANTUIL-179001_LEG_2
KRO (Kalimantan),Banjarmasin 2,MANTUIL-TELUK_DALAM
KRO (Kalimantan),Banjarmasin 2,SULTAN_ADAM-UNISKA
KRO (Kalimantan),Banjarmasin 2,TELUK_DALAM-KUIN
KRO (Kalimantan),Banjarmasin 3,PP_HANDIL_BAKTI_SM-HH_(OSP_SIOLATAMA-KUALA_KAPUAS)
KRO (Kalimantan),Barabai,BARABAI-KANDANGAN
KRO (Kalimantan),Barabai,BARABAI-PARINGIN
KRO (Kalimantan),Barabai,KANDANGAN-NEGARA_BJM
KRO (Kalimantan),Barabai,MANDINGIN-HH_LEG1_(OSP_BARABAI-PARINGIN)
KRO (Kalimantan),Barabai,MANDINGIN-HH_LEG2_(OSP_BARABAI-PARINGIN)
KRO (Kalimantan),Barabai,NEGARA_BJM-DANAU_PANGGANG
KRO (Kalimantan),Batu Licin,JORONG-JT_XL_ROAD_TO_JORONG
KRO (Kalimantan),Tanjung,DAYU_KARUSEN-HH_EXIST
KRO (Kalimantan),Tanjung,DISKOMINFO_(B2B)-PARINGIN
KRO (Kalimantan),Tanah Grogot,HARUAI-HH
KRO (Kalimantan),Tanjung,HARUAI-TANJUNG_(OSP_SEG.TANJUNG-MUARAKOMAM)
KRO (Kalimantan),Barabai,RANTAU-PANDAKAN
KRO (Kalimantan),Palangkaraya,KARENGPANGI-ROAD_TO_KARENGPANGI
KRO (Kalimantan),Palangkaraya,MILONO-HH_(G.OBOS_PALANGKARAYA-PILANG)
KRO (Kalimantan),Palangkaraya,PILANG-G.OBOS_PALANGKARAYA
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-PANGKALAN_BUN_INFILL_TIMUR_(BSC_H3I)_LEG2
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-PANGKALANBUN_PAKUNEGARA
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-PELABUHAN_KUMAI_LEG 2
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-ROAD_TO_NANGABULIK
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-XL_PANGKALAN_BUN_(BACKUP)
KRO (Kalimantan),Pangkalan Bun,BSC_DAHLIA-XL_PANGKALAN_BUN_(MAIN)
KRO (Kalimantan),Nangabulik,NANGABULIK-JT_XL_(TO_ROAD_TO_NANGABULIK)
KRO (Kalimantan),Nangabulik,ROAD_TO_NANGABULIK-JT_XL_(JC_ISAT-XL_PBN-KTP)_TO_NANGABULIK
KRO (Kalimantan),Pangkalan Bun,ROAD_TO_NANGABULIK-XL_SEIRENGIT_(BACKUP)
KRO (Kalimantan),Pangkalan Bun,ROAD_TO_NANGABULIK-XL_SEIRENGIT_(MAIN)
KRO (Kalimantan),Nangabulik,ROAD_TO_SAMPIT_2-XL_ASAM_BARU_(BACKUP)
KRO (Kalimantan),Nangabulik,ROAD_TO_SAMPIT_2-XL_ASAM_BARU_(MAIN)
KRO (Kalimantan),Nangabulik,ROAD_TO_SAMPIT_3-XL_HANAU_(BACKUP)
KRO (Kalimantan),Nangabulik,ROAD_TO_SAMPIT_3-XL_HANAU_(MAIN)
KRO (Kalimantan),Sampit,BSC_SAMPIT-ROAD_TO_SAMPIT_2
KRO (Kalimantan),Sampit,BSC_SAMPIT-SAMUDA
KRO (Kalimantan),Sampit,BSC_SAMPIT-TELKOM
KRO (Kalimantan),Sampit,BSC_SAMPIT-XL_SAMPIT_(BACKUP)
KRO (Kalimantan),Sampit,BSC_SAMPIT-XL_SAMPIT_(MAIN)
KRO (Kalimantan),Sampit,BSC_SAMPIT-XL_SEIBABI_(BSC_SAMPIT-ROAD_TO_SAMPIT_2)
KRO (Kalimantan),Sampit,DESA_BESAWANG-JT/HH_SAMUDA_(SAMUDA-UJUNG_PANDARAN)
KRO (Kalimantan),Sampit,DESA_BESAWANG-JT/HH_UJUNG_PANDARAN_(SAMUDA-UJUNG_PANDARAN)
KRO (Kalimantan),Sampit,SAMUDA-UJUNG_PANDARAN
KRO (Kalimantan),Balikpapan 1,BUKIT-RINGROAD_24
KRO (Kalimantan),Balikpapan 1,BUKIT-RINGROAD_96
KRO (Kalimantan),Balikpapan 2,BUKIT-SEPAKU
KRO (Kalimantan),Balikpapan 1,RINGROAD-KEBUN_SAYUR
KRO (Kalimantan),Balikpapan 1,RINGROAD-MTHARYONO_24
KRO (Kalimantan),Balikpapan 1,RINGROAD-MTHARYONO_96
KRO (Kalimantan),Balikpapan 1,RINGROAD-STARKO
KRO (Kalimantan),Petung,SEPAKU-PETUNG
KRO (Kalimantan),Bengalon,KPC_TANJUNG_BARA-BRANCHING/_SANGATTA_TELKOM
KRO (Kalimantan),Bengalon,SANGATTA_LAMA-SANGATTA
KRO (Kalimantan),Bontang,BONTANG_CITY-SIMPANG_BADAK
KRO (Kalimantan),Bontang,LNG_BONTANG-HH
KRO (Kalimantan),Jambuk,JAMBUK-KOTA_BANGUN
KRO (Kalimantan),Melak,GUNUNG_PUREI-MUARA_LAWA
KRO (Kalimantan),Melak,MUARA_LAWA-GUNUNG_BAYAN
KRO (Kalimantan),Melak,MUARA_LAWA-MELAK
KRO (Kalimantan),Kota Bangun,KUTAI_KUMALA-KAMPUNG_BARU
KRO (Kalimantan),Samarinda 1,KUTAI_KUMALA-N_KOTA_BANGUN
KRO (Kalimantan),Samarinda 2,LOAJANAN-HANDIL
KRO (Kalimantan),Samarinda 1,BENGKURING-KUTAI_KUMALA_(48C)
KRO (Kalimantan),Sempaja,BENGKURING-LOAJANAN
KRO (Kalimantan),Tanah Grogot,MUARA_KOMAM_FO-MUARA_KOMAM_BTS_(48)
KRO (Kalimantan),Tanah Grogot,MUARA_KOMAM-HARUAI
KRO (Kalimantan),Ketapang,KENDAWANGAN-N_KENDAWANGAN
KRO (Kalimantan),Ketapang,KETAPANG-BSC_KETAPANG_(147004)_H3I
KRO (Kalimantan),Ketapang,PASAR_TELUK_MELANAU-JT_EXIST_(SUKADANA_KOTA-N_PEMANGKAT_1)
KRO (Kalimantan),Ketapang,PESAGUAN-KETAPANG
KRO (Kalimantan),Ketapang,ROAD_TO_SUKADANA_KOTA-JT_EXIST_(SUKADANA_KOTA-N_PEMANGKAT_1)
KRO (Kalimantan),Ketapang,SUKADANA_KOTA-N_PEMANGKAT_1
KRO (Kalimantan),Pahuman,SEI_BAKAU1_MPW-HH_EXT_03_BB_(S.PINYUH-MEMPAWAH)
KRO (Kalimantan),Pahuman,TENGAH_HILIR_MPW-HH_EXT_09_BB_(S.PINYUH-MEMPAWAH)
KRO (Kalimantan),Pontianak 2,ARENA_REMAJA-HH_03_JAKABARE_(MAIN_ROUTE)
KRO (Kalimantan),Sanggau,PAL_6_11-SLACK_JB_01_NGABANG_(GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Sanggau,SIDAS_MT-HH_26/05_(BB_GN.LUGI-NSANGGAU_2)
KRO (Kalimantan),Semitau,BUKIT_KELAM-BONGKONG
